ticker,peer_string,peer_list
CHI,,['']
CHK,"DVN,APA,EOG,MRO,SLB,FCX,CVX","['DVN', 'APA', 'EOG', 'MRO', 'SLB', 'FCX', 'CVX']"
CHKP,"MSFT,FTNT,IBM,HPQ,CSCO,CYRN,FEYE,JNPR,INTC,PANW","['MSFT', 'FTNT', 'IBM', 'HPQ', 'CSCO', 'CYRN', 'FEYE', 'JNPR', 'INTC', 'PANW']"
CHMA,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
CHMG,"TMP,AMNB,MCBC,WTFC,CZFS,NBTB,CBU,SBNY,PNFP,FNB","['TMP', 'AMNB', 'MCBC', 'WTFC', 'CZFS', 'NBTB', 'CBU', 'SBNY', 'PNFP', 'FNB']"
CHMI,"CIO,SNR,INN,HASI","['CIO', 'SNR', 'INN', 'HASI']"
CHN,,['']
CHNR,"TKO-CA,WRN-CA,HBM-CA,TGB","['TKO-CA', 'WRN-CA', 'HBM-CA', 'TGB']"
CHRA,"ECEZ,EQTE,EAWD,CXIA","['ECEZ', 'EQTE', 'EAWD', 'CXIA']"
CHRS,"ACOR,ARNA,AMGN,RGEN","['ACOR', 'ARNA', 'AMGN', 'RGEN']"
CHRW,"EXPD,HUBG,RRTS,RLGT,FDX,UPS,JBHT","['EXPD', 'HUBG', 'RRTS', 'RLGT', 'FDX', 'UPS', 'JBHT']"
CHS,"LB,CATO,CACH","['LB', 'CATO', 'CACH']"
CHT,"TLSYY,KT,TLK,ERIC,SIFY","['TLSYY', 'KT', 'TLK', 'ERIC', 'SIFY']"
CHTR,"DISH,T,CMCSA,VZ","['DISH', 'T', 'CMCSA', 'VZ']"
CHUY,"DRI,BDL,RRGB,TXRH,BLMN,BJRI","['DRI', 'BDL', 'RRGB', 'TXRH', 'BLMN', 'BJRI']"
CHW,,['']
CHY,,['']
CI,"CNC,HUM,UNH","['CNC', 'HUM', 'UNH']"
CIA,"SNFCA,MFC,RGA,AFL","['SNFCA', 'MFC', 'RGA', 'AFL']"
CIB,"BAP,ITUB,BCH,BLX,BNS,BSMX,BBVA,BSANTANDER-CL,SAN,BSAC","['BAP', 'ITUB', 'BCH', 'BLX', 'BNS', 'BSMX', 'BBVA', 'BSANTANDER-CL', 'SAN', 'BSAC']"
CIDM,"FOXA,AMCX,CDK,WFCF","['FOXA', 'AMCX', 'CDK', 'WFCF']"
CIEN,"INFN,ADTN,JNPR,CALX,CSCO","['INFN', 'ADTN', 'JNPR', 'CALX', 'CSCO']"
CIF,,['']
CIG,"ELP,FE,ED,EDPFY,SID,VALE,ELET3-BR,CPLE3-BR,CPFE3-BR","['ELP', 'FE', 'ED', 'EDPFY', 'SID', 'VALE', 'ELET3-BR', 'CPLE3-BR', 'CPFE3-BR']"
CIG.C,"FE,ED,EDPFY,ELP,CPLE3-BR,CPFE3-BR,ELET3-BR","['FE', 'ED', 'EDPFY', 'ELP', 'CPLE3-BR', 'CPFE3-BR', 'ELET3-BR']"
CIGI,"TPHS,ROL,CSV,UNF","['TPHS', 'ROL', 'CSV', 'UNF']"
CII,,['']
CIK,,['']
CIM,"CAPP,DX,IVR,VNO","['CAPP', 'DX', 'IVR', 'VNO']"
CINF,"ORI,SIGI,TRV,CB,AFG,HALL,HCC,ERIE,UFCS","['ORI', 'SIGI', 'TRV', 'CB', 'AFG', 'HALL', 'HCC', 'ERIE', 'UFCS']"
CINR,"OPC-CA,NTM-CA,NPK-CA,PP-CA","['OPC-CA', 'NTM-CA', 'NPK-CA', 'PP-CA']"
CIO,"CHMI,INN,HASI,SNR","['CHMI', 'INN', 'HASI', 'SNR']"
CIR,"PH,MWA,FLS,DOV,ITT,CW,GE","['PH', 'MWA', 'FLS', 'DOV', 'ITT', 'CW', 'GE']"
CIT,"WFC,WTFC,PACW","['WFC', 'WTFC', 'PACW']"
CIVB,"HTBK,BXS,BANF,JUVF","['HTBK', 'BXS', 'BANF', 'JUVF']"
CIX,"EML,TKR,NNBR,SWK,NL,HAGA3-BR,ALLE,VHI","['EML', 'TKR', 'NNBR', 'SWK', 'NL', 'HAGA3-BR', 'ALLE', 'VHI']"
CIZN,"BXS,PFBX,RNST,FBMS,TRMK,SYBT,FHN","['BXS', 'PFBX', 'RNST', 'FBMS', 'TRMK', 'SYBT', 'FHN']"
CJJD,"CVS,RAD,PETS","['CVS', 'RAD', 'PETS']"
CKPT,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
CKX,"PHX,VNOM,GYRO,BRRE","['PHX', 'VNOM', 'GYRO', 'BRRE']"
CL,"CLX,CHD,PG,UL,KMB","['CLX', 'CHD', 'PG', 'UL', 'KMB']"
CLAR,"NLS,LEAT,PTON,SLBG","['NLS', 'LEAT', 'PTON', 'SLBG']"
CLB,"SLB,OII,HAL,FI,HLX","['SLB', 'OII', 'HAL', 'FI', 'HLX']"
CLBK,"NWIN,NYCB,NWBI,NIDB","['NWIN', 'NYCB', 'NWBI', 'NIDB']"
CLBS,"GERN,CTIC,RDNT,DGX","['GERN', 'CTIC', 'RDNT', 'DGX']"
CLDR,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
CLDT,"HPP,GLPI,DRE,WPC","['HPP', 'GLPI', 'DRE', 'WPC']"
CLDX,"SGEN,AGEN,NWBO,EBS,AMGN,PFE,GSK,TTNP,CYTR,IMUC","['SGEN', 'AGEN', 'NWBO', 'EBS', 'AMGN', 'PFE', 'GSK', 'TTNP', 'CYTR', 'IMUC']"
CLF,"X,MT,VALE,CNX,ACI,BTU","['X', 'MT', 'VALE', 'CNX', 'ACI', 'BTU']"
CLFD,"PLPC,OCC,JCS,GLW,RFIL,APH,TEL,EMR,BDC","['PLPC', 'OCC', 'JCS', 'GLW', 'RFIL', 'APH', 'TEL', 'EMR', 'BDC']"
CLGN,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
CLGX,"BR,DNB,RP,EFX,MCO","['BR', 'DNB', 'RP', 'EFX', 'MCO']"
CLH,"ECOL,WCN,WM,PESI,VTNR,SRCL,CVA,NES","['ECOL', 'WCN', 'WM', 'PESI', 'VTNR', 'SRCL', 'CVA', 'NES']"
CLI,"PMT,NSA,GEO,ALX","['PMT', 'NSA', 'GEO', 'ALX']"
CLIR,"ELSE,HON,SMIT,AME,GE,CVA,EMR","['ELSE', 'HON', 'SMIT', 'AME', 'GE', 'CVA', 'EMR']"
CLLS,"QURE,NVAX,REGN,FLXN","['QURE', 'NVAX', 'REGN', 'FLXN']"
CLM,,['']
CLMT,"HFC,VLO,DK,XOM,MUR,CVX,PSX,MPC,CVI,RDS.A","['HFC', 'VLO', 'DK', 'XOM', 'MUR', 'CVX', 'PSX', 'MPC', 'CVI', 'RDS.A']"
CLNC,"OTRA,OXLC,OXSQ,PAC-CA","['OTRA', 'OXLC', 'OXSQ', 'PAC-CA']"
CLNE,"SRE,UGI,MDU,CAPL,RSG,MUSA,RDS.A,GE","['SRE', 'UGI', 'MDU', 'CAPL', 'RSG', 'MUSA', 'RDS.A', 'GE']"
CLNY,"PEB,KIM,COR,EGP","['PEB', 'KIM', 'COR', 'EGP']"
CLPR,"MHPC,MGRC,MERT,MRG.UN-CA","['MHPC', 'MGRC', 'MERT', 'MRG.UN-CA']"
CLPS,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
CLR,"MRO,EOG,WLL,BCEI,NOG","['MRO', 'EOG', 'WLL', 'BCEI', 'NOG']"
CLRB,"GLYC,RGRX,PRQR,PRTA","['GLYC', 'RGRX', 'PRQR', 'PRTA']"
CLRO,"VCRA,PLT,CSCO,VCST,INVT,LOGI","['VCRA', 'PLT', 'CSCO', 'VCST', 'INVT', 'LOGI']"
CLS,"PLXS,SANM,BHE,JBL,FLEX,FN,CTS,IEC,NTP","['PLXS', 'SANM', 'BHE', 'JBL', 'FLEX', 'FN', 'CTS', 'IEC', 'NTP']"
CLSD,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
CLVS,"BMRN,AZN,TLOG,PFE,JNJ,ABBV,LLY","['BMRN', 'AZN', 'TLOG', 'PFE', 'JNJ', 'ABBV', 'LLY']"
CLW,"GLT,IP,WPP,NP,PKG,KMB,VRS,RKT","['GLT', 'IP', 'WPP', 'NP', 'PKG', 'KMB', 'VRS', 'RKT']"
CLWT,"NATI,AIT,DHR,RBA,TMO,A,DXPE","['NATI', 'AIT', 'DHR', 'RBA', 'TMO', 'A', 'DXPE']"
CLX,"CHD,OBCI,PG,CL","['CHD', 'OBCI', 'PG', 'CL']"
CLXT,"OXIHF,PSYC-CA,OPTI-CA,NOVC-CA","['OXIHF', 'PSYC-CA', 'OPTI-CA', 'NOVC-CA']"
CM,"TD,RY,BMO,BNS,BK,C,WFC,BMO-CA,BNS-CA,NA-CA","['TD', 'RY', 'BMO', 'BNS', 'BK', 'C', 'WFC', 'BMO-CA', 'BNS-CA', 'NA-CA']"
CMA,"RF,KEY,BAC,WFC,JPM,HBAN,CFR,PNC,WSBC,ONB","['RF', 'KEY', 'BAC', 'WFC', 'JPM', 'HBAN', 'CFR', 'PNC', 'WSBC', 'ONB']"
CMC,"STLD,NUE,X,SCHN,GGB,MLI,WOR,SIM,AP,MT","['STLD', 'NUE', 'X', 'SCHN', 'GGB', 'MLI', 'WOR', 'SIM', 'AP', 'MT']"
CMCL,"OR-CA,OPW-CA,ORA-CA,ORE-CA","['OR-CA', 'OPW-CA', 'ORA-CA', 'ORE-CA']"
CMCM,"BIDU,GOOGL,AAPL","['BIDU', 'GOOGL', 'AAPL']"
CMCO,"TEX,MTW,GENC,CAT,KAI","['TEX', 'MTW', 'GENC', 'CAT', 'KAI']"
CMCSA,"FOXA,DISH,RCI,SJR,DIS,RCI.A-CA,AAPL,TLEVISACPO-MX,TV,SJR.A-CA","['FOXA', 'DISH', 'RCI', 'SJR', 'DIS', 'RCI.A-CA', 'AAPL', 'TLEVISACPO-MX', 'TV', 'SJR.A-CA']"
CMCT,"SRC,IRT,ACC,DCT","['SRC', 'IRT', 'ACC', 'DCT']"
CMD,"NARI,NUMD,MSON,MMSI","['NARI', 'NUMD', 'MSON', 'MMSI']"
CME,"MSCI,ICE,CBOE,NDAQ","['MSCI', 'ICE', 'CBOE', 'NDAQ']"
CMG,"YUM,PZZA,DPZ,DENN,FRGI,JACK,MCD,BJRI","['YUM', 'PZZA', 'DPZ', 'DENN', 'FRGI', 'JACK', 'MCD', 'BJRI']"
CMI,"CAT,BWA,NAV,RBC,GE,CNHI,PCAR,KUBTY,CYD","['CAT', 'BWA', 'NAV', 'RBC', 'GE', 'CNHI', 'PCAR', 'KUBTY', 'CYD']"
CMLS,"SALM,SGA,BBGI,EMMS","['SALM', 'SGA', 'BBGI', 'EMMS']"
CMO,"PFSI,WRLD,WPC,BGRP","['PFSI', 'WRLD', 'WPC', 'BGRP']"
CMP,"IPI,POT-CA,MOS,CF","['IPI', 'POT-CA', 'MOS', 'CF']"
CMPR,"DLX,ARC,EBF,RRD","['DLX', 'ARC', 'EBF', 'RRD']"
CMRE,"DSX,DAC,ESEA,GSL","['DSX', 'DAC', 'ESEA', 'GSL']"
CMRX,"EBS,SIGA,GILD,MRK,NNVC,NVAX,JNJ","['EBS', 'SIGA', 'GILD', 'MRK', 'NNVC', 'NVAX', 'JNJ']"
CMS,"LNT,DTE,EXC,XEL,MGEE,AEE,WEC","['LNT', 'DTE', 'EXC', 'XEL', 'MGEE', 'AEE', 'WEC']"
CMT,"MYE,TG,VKSC,UFPT","['MYE', 'TG', 'VKSC', 'UFPT']"
CMTL,"VSAT,GILT,FEIM,KVHI,CAMP,GD","['VSAT', 'GILT', 'FEIM', 'KVHI', 'CAMP', 'GD']"
CMU,,['']
CNA,"HIG,XL,HCC,RLI,WTM,L,WRB,ACGL,HALL","['HIG', 'XL', 'HCC', 'RLI', 'WTM', 'L', 'WRB', 'ACGL', 'HALL']"
CNBKA,"SAL,INDB,WASH,BPFH,EBTC,WBS,UNB,BHB,BRKL,NBN","['SAL', 'INDB', 'WASH', 'BPFH', 'EBTC', 'WBS', 'UNB', 'BHB', 'BRKL', 'NBN']"
CNC,"MGLN,MOH,CI,UNH","['MGLN', 'MOH', 'CI', 'UNH']"
CNCE,"ABBV,ARDX,JAZZ,GWPH,TRVN","['ABBV', 'ARDX', 'JAZZ', 'GWPH', 'TRVN']"
CNDT,"REAL-CA,RAMP,QSPW,RNET","['REAL-CA', 'RAMP', 'QSPW', 'RNET']"
CNET,"SOHU,CMCSA,BIDU","['SOHU', 'CMCSA', 'BIDU']"
CNF,"LGCP,MKP-CA,NRZ,OCN","['LGCP', 'MKP-CA', 'NRZ', 'OCN']"
CNFR,"PROS,PSSA3-BR,PRA,PPHI","['PROS', 'PSSA3-BR', 'PRA', 'PPHI']"
CNHI,"DE,AGCO,CAT,NAV","['DE', 'AGCO', 'CAT', 'NAV']"
CNI,"NSC,CSX,KSU,UNP,CP-CA","['NSC', 'CSX', 'KSU', 'UNP', 'CP-CA']"
CNK,"MCS,AMC,RDI","['MCS', 'AMC', 'RDI']"
CNMD,"BSX,SNN,TFX,MDT,IART,SYK,JNJ","['BSX', 'SNN', 'TFX', 'MDT', 'IART', 'SYK', 'JNJ']"
CNNE,"MTY-CA,MHGU,NROM,PDIV","['MTY-CA', 'MHGU', 'NROM', 'PDIV']"
CNO,"MET,MFC,AFL,UNM,LNC,RGA,AIZ,PFG","['MET', 'MFC', 'AFL', 'UNM', 'LNC', 'RGA', 'AIZ', 'PFG']"
CNOB,"VLY,PKBK,LBAI,PGC,UNTY","['VLY', 'PKBK', 'LBAI', 'PGC', 'UNTY']"
CNP,"D,OGE,SRE,ATO,OKE,MDU,OGS","['D', 'OGE', 'SRE', 'ATO', 'OKE', 'MDU', 'OGS']"
CNQ,"CVE,SU,OXY,CVE-CA,TOT,PRE-CA,SU-CA,IMO","['CVE', 'SU', 'OXY', 'CVE-CA', 'TOT', 'PRE-CA', 'SU-CA', 'IMO']"
CNS,"BX,KKR,CG,TROW","['BX', 'KKR', 'CG', 'TROW']"
CNSL,"IDT,VG,CBB,T,VZ,ALSK,EGHT,CMCSA","['IDT', 'VG', 'CBB', 'T', 'VZ', 'ALSK', 'EGHT', 'CMCSA']"
CNST,"ONTX,ONPH,OILS-CA,OPK","['ONTX', 'ONPH', 'OILS-CA', 'OPK']"
CNTY,"MCRI,LVS,WYNN,BYD,MGM,PENN","['MCRI', 'LVS', 'WYNN', 'BYD', 'MGM', 'PENN']"
CNX,"ARLP,BTU,ACI,NRP","['ARLP', 'BTU', 'ACI', 'NRP']"
CNXN,"SCSC,NVNT,SEDN,SNX","['SCSC', 'NVNT', 'SEDN', 'SNX']"
CO,"CCEL,NEO,RDNT,NHC","['CCEL', 'NEO', 'RDNT', 'NHC']"
COCP,"MRK,USNA,JNJ,TENX,NATR","['MRK', 'USNA', 'JNJ', 'TENX', 'NATR']"
CODA,"MGNT,NEIK,PNG-CA,LHX","['MGNT', 'NEIK', 'PNG-CA', 'LHX']"
CODI,"OTRA,OXLC,OXSQ,PAC-CA","['OTRA', 'OXLC', 'OXSQ', 'PAC-CA']"
CODX,"PECN,PEYE,PHG,PAVM","['PECN', 'PEYE', 'PHG', 'PAVM']"
COE,"OTED,MMTS,ISTC,HMHC","['OTED', 'MMTS', 'ISTC', 'HMHC']"
COF,"CASH,BKU,DFS,C","['CASH', 'BKU', 'DFS', 'C']"
COG,"AR,EQT,SWN,EOG,RRC,SM,CHK,RICE","['AR', 'EQT', 'SWN', 'EOG', 'RRC', 'SM', 'CHK', 'RICE']"
COHN,"RJF,SIEB,ONCP,NTFL","['RJF', 'SIEB', 'ONCP', 'NTFL']"
COHR,"IPGP,IIVI,IEX,LPTH","['IPGP', 'IIVI', 'IEX', 'LPTH']"
COHU,"TER,FORM,INTT,BRKS,AEHR,MCHP,MOG.A","['TER', 'FORM', 'INTT', 'BRKS', 'AEHR', 'MCHP', 'MOG.A']"
COKE,"KOF,MNST,PEP,KO,FIZZ,AKO.B","['KOF', 'MNST', 'PEP', 'KO', 'FIZZ', 'AKO.B']"
COLB,"BOH,BANR,HFWA,EWBC,BMRC,SIVB","['BOH', 'BANR', 'HFWA', 'EWBC', 'BMRC', 'SIVB']"
COLD,"MBICE-JM,COLD","['MBICE-JM', 'COLD']"
COLL,"AGRX,HZNP,UTHR,KMPH","['AGRX', 'HZNP', 'UTHR', 'KMPH']"
COLM,"RL,UA,VFC,SKX,WWW,PVH,DECK,OXM","['RL', 'UA', 'VFC', 'SKX', 'WWW', 'PVH', 'DECK', 'OXM']"
COMM,"BDC,GLW,ERIC,WSTL,EMR,TEL,APH","['BDC', 'GLW', 'ERIC', 'WSTL', 'EMR', 'TEL', 'APH']"
CONE,"CBB,EQIX,CTT,MAC","['CBB', 'EQIX', 'CTT', 'MAC']"
CONN,"AAN,BBY,HD,TSCO,RCII","['AAN', 'BBY', 'HD', 'TSCO', 'RCII']"
COO,"BSX,TFX,ATRI,UTMD,NVS,JNJ","['BSX', 'TFX', 'ATRI', 'UTMD', 'NVS', 'JNJ']"
COOP,"SOS,HMPT,COOP","['SOS', 'HMPT', 'COOP']"
COP,"HES,MRO,XOM,RDS.A,CVX,DVN,PTR,BP,TOT,MUR","['HES', 'MRO', 'XOM', 'RDS.A', 'CVX', 'DVN', 'PTR', 'BP', 'TOT', 'MUR']"
COR,"EQIX,CTRE,NNN,EQR","['EQIX', 'CTRE', 'NNN', 'EQR']"
CORE,"CHEF,WILC,DIT,SYY,UNFI,SPTN","['CHEF', 'WILC', 'DIT', 'SYY', 'UNFI', 'SPTN']"
CORR,"MDRR,NREF,LAND,KBSR","['MDRR', 'NREF', 'LAND', 'KBSR']"
CORT,"JNJ,BMY,NVS,LLY,PFE,MRK,ESPR,MNKD,BMRN","['JNJ', 'BMY', 'NVS', 'LLY', 'PFE', 'MRK', 'ESPR', 'MNKD', 'BMRN']"
COST,"PSMT,WMT,TGT,DG,DLTR,BIG,JSAIY,FIVE","['PSMT', 'WMT', 'TGT', 'DG', 'DLTR', 'BIG', 'JSAIY', 'FIVE']"
COTY,"PG,IPAR,EL,REV","['PG', 'IPAR', 'EL', 'REV']"
COUP,"GOOGL,MSFT,NWSA,GCI,FB,LEE","['GOOGL', 'MSFT', 'NWSA', 'GCI', 'FB', 'LEE']"
COWN,"PIAC,GHL,IBKR,LAZ","['PIAC', 'GHL', 'IBKR', 'LAZ']"
CP,"KSU,NSC,CNI,CSX,UNP","['KSU', 'NSC', 'CNI', 'CSX', 'UNP']"
CPA,"DAL,UAL,GOL,JBLU,AAL,VLRS,CEA","['DAL', 'UAL', 'GOL', 'JBLU', 'AAL', 'VLRS', 'CEA']"
CPAC,"EXP,CRH,CX,CEMENTOS-CL,POLPAICO-CL","['EXP', 'CRH', 'CX', 'CEMENTOS-CL', 'POLPAICO-CL']"
CPB,"THS,HAIN,MDLZ,CAG,TSN,FLO,UL,MKC","['THS', 'HAIN', 'MDLZ', 'CAG', 'TSN', 'FLO', 'UL', 'MKC']"
CPE,"MCF,EPD,SD,OII,MUR,PAA,WTI,RDS.A","['MCF', 'EPD', 'SD', 'OII', 'MUR', 'PAA', 'WTI', 'RDS.A']"
CPF,"EWBC,CVBF,BOH,BANR,CWBC,PPBI,CVCY,CMTV,BSRR,SIVB","['EWBC', 'CVBF', 'BOH', 'BANR', 'CWBC', 'PPBI', 'CVCY', 'CMTV', 'BSRR', 'SIVB']"
CPG,"POU,ARX,BTE","['POU', 'ARX', 'BTE']"
CPHC,"CHDN,SGMS,PENN,FLL,ISLE","['CHDN', 'SGMS', 'PENN', 'FLL', 'ISLE']"
CPHI,"RDY,TEVA,CBPO,NVS,GSK,JNJ,SNY","['RDY', 'TEVA', 'CBPO', 'NVS', 'GSK', 'JNJ', 'SNY']"
CPIX,"DRRX,IRWD,MRK,PFE","['DRRX', 'IRWD', 'MRK', 'PFE']"
CPK,"NJR,SJI,RGCO,ATO,NI","['NJR', 'SJI', 'RGCO', 'ATO', 'NI']"
CPLG,"OPI,OLP,OHI,PARAUCO-CL","['OPI', 'OLP', 'OHI', 'PARAUCO-CL']"
CPLP,"TNP,STNG,GASS,SFL,FRO,NAT,DLNG","['TNP', 'STNG', 'GASS', 'SFL', 'FRO', 'NAT', 'DLNG']"
CPRI,"PNGB,HGTX3-BR,CPRI","['PNGB', 'HGTX3-BR', 'CPRI']"
CPRT,"KMX,AN,CRMT,SAH,GPI,PAG,KAR,RUSHA,LAD","['KMX', 'AN', 'CRMT', 'SAH', 'GPI', 'PAG', 'KAR', 'RUSHA', 'LAD']"
CPRX,"BMRN,SRPT,JNJ,ACOR,PFE,ABT","['BMRN', 'SRPT', 'JNJ', 'ACOR', 'PFE', 'ABT']"
CPS,"TTM,MGA,AXL,DAN","['TTM', 'MGA', 'AXL', 'DAN']"
CPSH,"CCF,MTRN,CENT","['CCF', 'MTRN', 'CENT']"
CPSI,"CERN,MDRX,MRGE,CACI,STRM,MCK,CSLT,HSTM","['CERN', 'MDRX', 'MRGE', 'CACI', 'STRM', 'MCK', 'CSLT', 'HSTM']"
CPSS,"ATLC,AXP,ALLY,RM","['ATLC', 'AXP', 'ALLY', 'RM']"
CPST,"BWEN,OPTT,WWD,CAT,GE,FCEL,PLUG","['BWEN', 'OPTT', 'WWD', 'CAT', 'GE', 'FCEL', 'PLUG']"
CPT,"AVB,CUZ,DRH,KIM","['AVB', 'CUZ', 'DRH', 'KIM']"
CPTA,"OTRA,OXLC,OXSQ,PAC-CA","['OTRA', 'OXLC', 'OXSQ', 'PAC-CA']"
CQP,"LNG,OKE,COP,UGI,ATLS,CVX","['LNG', 'OKE', 'COP', 'UGI', 'ATLS', 'CVX']"
CR,"PH,NCR,OFLX,PKOH","['PH', 'NCR', 'OFLX', 'PKOH']"
CRAI,"FCN,HURN,ICFI,III,GPX,HRB","['FCN', 'HURN', 'ICFI', 'III', 'GPX', 'HRB']"
CRBP,"VNDA,VKTX,EPZM,ADXS","['VNDA', 'VKTX', 'EPZM', 'ADXS']"
CRC,"BCEI,WTI,MTDR,TGA","['BCEI', 'WTI', 'MTDR', 'TGA']"
CRD.A,"VRSK,NVR,CRVL,EBIX","['VRSK', 'NVR', 'CRVL', 'EBIX']"
CRD.B,"VRSK,NVR,CRVL,EBIX","['VRSK', 'NVR', 'CRVL', 'EBIX']"
CREE,"IIVI,VECO,AOSL,LEDS,API,DIOD","['IIVI', 'VECO', 'AOSL', 'LEDS', 'API', 'DIOD']"
CREG,"HCCI,ECOL,AWX","['HCCI', 'ECOL', 'AWX']"
CRESY,"AGRO,ALCO,BG,SLCE3-BR","['AGRO', 'ALCO', 'BG', 'SLCE3-BR']"
CREX,"CCO,TRI,NCR,CSCO,LAMR,ARMK,PII,MCHX","['CCO', 'TRI', 'NCR', 'CSCO', 'LAMR', 'ARMK', 'PII', 'MCHX']"
CRF,,['']
CRH,"VMC,CX,HCMLY","['VMC', 'CX', 'HCMLY']"
CRHM,"OPHLY,ONCX,OMER","['OPHLY', 'ONCX', 'OMER']"
CRI,"GPS,PLCE,GES,AEO,WMT,KSS,TGT,RL","['GPS', 'PLCE', 'GES', 'AEO', 'WMT', 'KSS', 'TGT', 'RL']"
CRIS,"EXEL,INFI,EBS,SPPI,TLOG,CLDX,PFE,BMY,CVM","['EXEL', 'INFI', 'EBS', 'SPPI', 'TLOG', 'CLDX', 'PFE', 'BMY', 'CVM']"
CRK,"XEC,SM,AXAS,MRO,FST,PXD","['XEC', 'SM', 'AXAS', 'MRO', 'FST', 'PXD']"
CRL,"RGEN,SCYX,TMO","['RGEN', 'SCYX', 'TMO']"
CRM,"ORCL,MSFT,INTU,ADBE,SAP,GOOGL,SREV,PEGA,EGAN","['ORCL', 'MSFT', 'INTU', 'ADBE', 'SAP', 'GOOGL', 'SREV', 'PEGA', 'EGAN']"
CRMD,"BDX,EBS,UTMD","['BDX', 'EBS', 'UTMD']"
CRMT,"CPRT,SAH,KAR,KMX,AN,GPI,PAG","['CPRT', 'SAH', 'KAR', 'KMX', 'AN', 'GPI', 'PAG']"
CRNT,"CAMP,AVNW,MSI,NOK","['CAMP', 'AVNW', 'MSI', 'NOK']"
CRNX,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
CROC,,['']
CRON,"PACV,PGID,PGEC","['PACV', 'PGID', 'PGEC']"
CROX,"SHOO,WWW,SKX,DECK","['SHOO', 'WWW', 'SKX', 'DECK']"
CRS,"NUE,USAP,ATI,CMC,BOOM,STLD,X,KMT,HAYN,WOR","['NUE', 'USAP', 'ATI', 'CMC', 'BOOM', 'STLD', 'X', 'KMT', 'HAYN', 'WOR']"
CRSP,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
CRT,"SJT,MTR,MARPS,NRT,PBT,MVO,SBR,PHX","['SJT', 'MTR', 'MARPS', 'NRT', 'PBT', 'MVO', 'SBR', 'PHX']"
CRTO,"BV,GOOGL,WIX,FB","['BV', 'GOOGL', 'WIX', 'FB']"
CRUS,"ADI,MXIM,STM,NXPI,TXN,QCOM","['ADI', 'MXIM', 'STM', 'NXPI', 'TXN', 'QCOM']"
CRVL,"PINC,INFU,CRD.B,EBIX","['PINC', 'INFU', 'CRD.B', 'EBIX']"
CRVS,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
CRWS,"LEG,TPX,AIN,VFC,EXLA,SUMR","['LEG', 'TPX', 'AIN', 'VFC', 'EXLA', 'SUMR']"
CRY,"BAX,EW,MDT,SYK,IART,BSX,TFX,JNJ","['BAX', 'EW', 'MDT', 'SYK', 'IART', 'BSX', 'TFX', 'JNJ']"
CS,"DB,UBS,BAC,BMO,CM,BCS,BMO-CA,ITUB,CM-CA","['DB', 'UBS', 'BAC', 'BMO', 'CM', 'BCS', 'BMO-CA', 'ITUB', 'CM-CA']"
CSBR,"CRL,EXEL,HSKA,NSTG,CLDX","['CRL', 'EXEL', 'HSKA', 'NSTG', 'CLDX']"
CSCO,"JNPR,ERIC,HPQ,NTGR,CTXS,IBM,VMW,MSI,FFIV,MSFT","['JNPR', 'ERIC', 'HPQ', 'NTGR', 'CTXS', 'IBM', 'VMW', 'MSI', 'FFIV', 'MSFT']"
CSGP,"TTGT,MOVE,ACN,MGLN","['TTGT', 'MOVE', 'ACN', 'MGLN']"
CSGS,"SNCR,EVOL,DOX,CLGX,MNDO,ORCL","['SNCR', 'EVOL', 'DOX', 'CLGX', 'MNDO', 'ORCL']"
CSII,"ANGO,LMAT,BSX,MMSI,MDT,JNJ","['ANGO', 'LMAT', 'BSX', 'MMSI', 'MDT', 'JNJ']"
CSIQ,"SPWR,JKS,FSLR","['SPWR', 'JKS', 'FSLR']"
CSL,"MMM,TWI,AME,RAVN,ITT,TXT,TEL,JCS,OCC,BA","['MMM', 'TWI', 'AME', 'RAVN', 'ITT', 'TXT', 'TEL', 'JCS', 'OCC', 'BA']"
CSLT,"VEEV,STRM,MODN,HSTM,MSFT,CPSI,CERN","['VEEV', 'STRM', 'MODN', 'HSTM', 'MSFT', 'CPSI', 'CERN']"
CSOD,"MSFT,PAYC,WDAY,PCTY,ADP,IBM","['MSFT', 'PAYC', 'WDAY', 'PCTY', 'ADP', 'IBM']"
CSPI,"SMCI,HPQ,IBM,CCUR,AGYS,GE,INTC,CSCO","['SMCI', 'HPQ', 'IBM', 'CCUR', 'AGYS', 'GE', 'INTC', 'CSCO']"
CSQ,,['']
