ticker,peer_string,peer_list
CSSE,"RIVU,QYOU-CA,SAPX,SLCH","['RIVU', 'QYOU-CA', 'SAPX', 'SLCH']"
CSTE,"AMWD,COFI,SCCO,SLCA","['AMWD', 'COFI', 'SCCO', 'SLCA']"
CSTM,"AA,KALU,PKOH","['AA', 'KALU', 'PKOH']"
CSTR,"NABZY,NBHC,NBN,NA-CA","['NABZY', 'NBHC', 'NBN', 'NA-CA']"
CSU,"DVCR,FVE,ENSG,NHC,BKD","['DVCR', 'FVE', 'ENSG', 'NHC', 'BKD']"
CSV,"STON,SCI,MATW","['STON', 'SCI', 'MATW']"
CSWC,"PTF-CA,PRPM,PROCORPB-MX,PUSH-CA","['PTF-CA', 'PRPM', 'PROCORPB-MX', 'PUSH-CA']"
CSWI,"RGSEQ,PPRW,PFIE,SESI","['RGSEQ', 'PPRW', 'PFIE', 'SESI']"
CSX,"NSC,UNP,KSU,CNI,CP-CA,CNR-CA","['NSC', 'UNP', 'KSU', 'CNI', 'CP-CA', 'CNR-CA']"
CTAC,"OTRA,OXLC,OXSQ,PAC-CA","['OTRA', 'OXLC', 'OXSQ', 'PAC-CA']"
CTAS,"UNF,ABM,ARMK,GNTX,RTOKY,HCSG","['UNF', 'ABM', 'ARMK', 'GNTX', 'RTOKY', 'HCSG']"
CTB,"GT,CTTAY,DORM,MPAA","['GT', 'CTTAY', 'DORM', 'MPAA']"
CTBI,"RNST,SYBT,BXS,CIZN","['RNST', 'SYBT', 'BXS', 'CIZN']"
CTEK,"PFPT,PFM-CA,PCYS,PFSW","['PFPT', 'PFM-CA', 'PCYS', 'PFSW']"
CTG,"IBM,NTWK,JOB,TSRI,MHH,RHI,KFRC,MAN","['IBM', 'NTWK', 'JOB', 'TSRI', 'MHH', 'RHI', 'KFRC', 'MAN']"
CTHR,"KGJI,MOV,CREE","['KGJI', 'MOV', 'CREE']"
CTIC,"AMGN,BMY,INCY,BAX,LLY,TEVA,NVS","['AMGN', 'BMY', 'INCY', 'BAX', 'LLY', 'TEVA', 'NVS']"
CTK,"PFPT,PFM-CA,PCYS,PFSW","['PFPT', 'PFM-CA', 'PCYS', 'PFSW']"
CTLT,"SUPN,AERI,JAZZ,ICPT","['SUPN', 'AERI', 'JAZZ', 'ICPT']"
CTMX,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
CTO,"ARL,MAYS,CPTP,INTG,MGM,AWX,MATW,MTN","['ARL', 'MAYS', 'CPTP', 'INTG', 'MGM', 'AWX', 'MATW', 'MTN']"
CTR,,['']
CTRE,"KRC,EXR,GTY,VNO","['KRC', 'EXR', 'GTY', 'VNO']"
CTRN,"AEO,GPS,ANF,TJX,URBN,JWN,ROST,BKE,TPHS,GES","['AEO', 'GPS', 'ANF', 'TJX', 'URBN', 'JWN', 'ROST', 'BKE', 'TPHS', 'GES']"
CTS,"SANM,VSH,PLXS,JBL,BHE,CLS,LFUS,IEC,VPG,KN","['SANM', 'VSH', 'PLXS', 'JBL', 'BHE', 'CLS', 'LFUS', 'IEC', 'VPG', 'KN']"
CTSH,"IBM,ACN,WIT,INFY,HPQ,PRFT","['IBM', 'ACN', 'WIT', 'INFY', 'HPQ', 'PRFT']"
CTSO,"VIVO,HOLX,NEPH,BSX,DXR,VASO","['VIVO', 'HOLX', 'NEPH', 'BSX', 'DXR', 'VASO']"
CTT,"AMT,CONE,MAC,DLR","['AMT', 'CONE', 'MAC', 'DLR']"
CTXR,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
CTXS,"VMW,IBM,MSFT,HPQ,CSCO,ADBE,ORCL","['VMW', 'IBM', 'MSFT', 'HPQ', 'CSCO', 'ADBE', 'ORCL']"
CUB,"NOC,LMT,GD,TDY,FLIR,CW,CAE,KTOS","['NOC', 'LMT', 'GD', 'TDY', 'FLIR', 'CW', 'CAE', 'KTOS']"
CUBA,,['']
CUBE,"PSA,COR,CCI,GEO","['PSA', 'COR', 'CCI', 'GEO']"
CUBI,"NWFL,STBA,UVSP,MPB,CZNC,FRBK,PWOD,BMTC","['NWFL', 'STBA', 'UVSP', 'MPB', 'CZNC', 'FRBK', 'PWOD', 'BMTC']"
CUE,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
CUK,"RCL,CCL,NCLH,MAR","['RCL', 'CCL', 'NCLH', 'MAR']"
CULP,"TPX,CULP,CSPR,CRWS","['TPX', 'CULP', 'CSPR', 'CRWS']"
CURO,"QCCO,QFIN,RKT,OPRT","['QCCO', 'QFIN', 'RKT', 'OPRT']"
CUTR,"MSON,IRIX,DYNT","['MSON', 'IRIX', 'DYNT']"
CUZ,"NHI,AVB,SKT,KIM","['NHI', 'AVB', 'SKT', 'KIM']"
CVA,"HCCI,WM,D,WCN,CLH,ORA,AES,NRG,CWST,DUK","['HCCI', 'WM', 'D', 'WCN', 'CLH', 'ORA', 'AES', 'NRG', 'CWST', 'DUK']"
CVBF,"BSRR,SRCE,PACW,PPBI,PMBC,CVCY,BXS,AMRB,BOCH,CATY","['BSRR', 'SRCE', 'PACW', 'PPBI', 'PMBC', 'CVCY', 'BXS', 'AMRB', 'BOCH', 'CATY']"
CVCO,"SKY,PATK,BRK.A,GFN","['SKY', 'PATK', 'BRK.A', 'GFN']"
CVCY,"BSRR,PPBI,AMRB,CVBF,TCBK,EWBC,CWBC,BMRC,OVLY","['BSRR', 'PPBI', 'AMRB', 'CVBF', 'TCBK', 'EWBC', 'CWBC', 'BMRC', 'OVLY']"
CVE,"CNQ,SU,IMO,MRO,EOG,APA,PSX,SU-CA,NOVKY,CNQ-CA","['CNQ', 'SU', 'IMO', 'MRO', 'EOG', 'APA', 'PSX', 'SU-CA', 'NOVKY', 'CNQ-CA']"
CVEO,"CSLT,FOUR,UTRX,SPNS","['CSLT', 'FOUR', 'UTRX', 'SPNS']"
CVGI,"SRI,MTOR,MPAA,FSTR,NAV,TWI,ALSN,SUP,STRT,GNTX","['SRI', 'MTOR', 'MPAA', 'FSTR', 'NAV', 'TWI', 'ALSN', 'SUP', 'STRT', 'GNTX']"
CVGW,"SYY,UNFI,DIT,CORE","['SYY', 'UNFI', 'DIT', 'CORE']"
CVI,"CLMT,DK,PSX,HFC,MPC,VLO","['CLMT', 'DK', 'PSX', 'HFC', 'MPC', 'VLO']"
CVLT,"IBM,TIGR,FALC,MSFT,NTAP,HPQ,VMW,VNET","['IBM', 'TIGR', 'FALC', 'MSFT', 'NTAP', 'HPQ', 'VMW', 'VNET']"
CVLY,"CZNC,ORRF,FNB,NWFL,EMCF,FULT,CNAF,CCNE,STBA,BMTC","['CZNC', 'ORRF', 'FNB', 'NWFL', 'EMCF', 'FULT', 'CNAF', 'CCNE', 'STBA', 'BMTC']"
CVM,"CASI,CRIS,BCRX,AMGN,XNCR,TEVA,JNJ,CYTR,EBS,BTX","['CASI', 'CRIS', 'BCRX', 'AMGN', 'XNCR', 'TEVA', 'JNJ', 'CYTR', 'EBS', 'BTX']"
CVNA,"KXIN,LASLY,LCAM3-BR,LOTZ","['KXIN', 'LASLY', 'LCAM3-BR', 'LOTZ']"
CVR,"INS,FSCR,ROLL,TRS,SPLP,SSD,EML","['INS', 'FSCR', 'ROLL', 'TRS', 'SPLP', 'SSD', 'EML']"
CVS,"PETS,RAD,WBA,CJJD","['PETS', 'RAD', 'WBA', 'CJJD']"
CVU,"ATRO,BA,DCO,TGI,AIRI,SPR,TDG","['ATRO', 'BA', 'DCO', 'TGI', 'AIRI', 'SPR', 'TDG']"
CVV,"ASYS,AMAT,VECO,ACLS,LRCX","['ASYS', 'AMAT', 'VECO', 'ACLS', 'LRCX']"
CVX,"XOM,HES,TOT,COP,BP,RDS.A,PSX,REPYY,SU,PBR.A","['XOM', 'HES', 'TOT', 'COP', 'BP', 'RDS.A', 'PSX', 'REPYY', 'SU', 'PBR.A']"
CW,"MWA,MOG.A,LMT,GD,NOC,TXT,WWD,TDY,IEX,DOV","['MWA', 'MOG.A', 'LMT', 'GD', 'NOC', 'TXT', 'WWD', 'TDY', 'IEX', 'DOV']"
CWBC,"TCBK,HTBK,SIVB,PPBI,CVCY,EWBC,BSRR,CATY","['TCBK', 'HTBK', 'SIVB', 'PPBI', 'CVCY', 'EWBC', 'BSRR', 'CATY']"
CWBR,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
CWCO,"AWR,YORW,MSEX,CWT,AWK,SBS","['AWR', 'YORW', 'MSEX', 'CWT', 'AWK', 'SBS']"
CWEN,"MNTK,MXG-CA,NRG,MGEE","['MNTK', 'MXG-CA', 'NRG', 'MGEE']"
CWEN.A,"MNTK,MXG-CA,NRG,MGEE","['MNTK', 'MXG-CA', 'NRG', 'MGEE']"
CWH,"PAG,RUSHA,SAH,MMAQ3-BR","['PAG', 'RUSHA', 'SAH', 'MMAQ3-BR']"
CWK,"SBES,REAC,RDCO,OPEN","['SBES', 'REAC', 'RDCO', 'OPEN']"
CWST,"PESI,WCN,WM,RSG","['PESI', 'WCN', 'WM', 'RSG']"
CWT,"AWR,AWK,YORW,CDZI,SJW,MSEX,ARTNA,PCYO","['AWR', 'AWK', 'YORW', 'CDZI', 'SJW', 'MSEX', 'ARTNA', 'PCYO']"
CX,"CRH,MLM,VMC,EXP,WBRBY","['CRH', 'MLM', 'VMC', 'EXP', 'WBRBY']"
CXDC,"UFPT,CMT,ASPN","['UFPT', 'CMT', 'ASPN']"
CXE,,['']
CXH,,['']
CXP,"OPI,OLP,OHI,PARAUCO-CL","['OPI', 'OLP', 'OHI', 'PARAUCO-CL']"
CXW,"BCO,GEO,ADT","['BCO', 'GEO', 'ADT']"
CYAD,"BSTC,ICLR,CTLT,VIVK","['BSTC', 'ICLR', 'CTLT', 'VIVK']"
CYAN,"INIS,BUKS,NATR,MTEX,USNA,OGEN,PRPH,NAII,RELV","['INIS', 'BUKS', 'NATR', 'MTEX', 'USNA', 'OGEN', 'PRPH', 'NAII', 'RELV']"
CYBE,"CVV,BRKS,DAIO,KLAC,ASYS,CGNX,AMAT,LRCX,KLIC,CAMT","['CVV', 'BRKS', 'DAIO', 'KLAC', 'ASYS', 'CGNX', 'AMAT', 'LRCX', 'KLIC', 'CAMT']"
CYBR,"BOX,LDOS,NOW,JKHY","['BOX', 'LDOS', 'NOW', 'JKHY']"
CYCC,"ARRY,CASI,BAX,ONTX,JNJ,SPPI,LLY","['ARRY', 'CASI', 'BAX', 'ONTX', 'JNJ', 'SPPI', 'LLY']"
CYD,"BC,CMI,BWA,ALSN","['BC', 'CMI', 'BWA', 'ALSN']"
CYH,"THC,UHS,HCA,SEM,SSY","['THC', 'UHS', 'HCA', 'SEM', 'SSY']"
CYRX,"GFN,GEF,WIRE,VMI","['GFN', 'GEF', 'WIRE', 'VMI']"
CYTK,"ABIO,LGND,TRVN,ACOR,AMGN,ARRY","['ABIO', 'LGND', 'TRVN', 'ACOR', 'AMGN', 'ARRY']"
CZNC,"NWFL,UVSP,ACNB,CNAF,STBA,PWOD,FRBK,BMTC,CUBI,ORRF","['NWFL', 'UVSP', 'ACNB', 'CNAF', 'STBA', 'PWOD', 'FRBK', 'BMTC', 'CUBI', 'ORRF']"
CZR,"ISLE,FLL,SGMS","['ISLE', 'FLL', 'SGMS']"
CZWI,"HMNF,FBC,WBS,MLVF","['HMNF', 'FBC', 'WBS', 'MLVF']"
D,"CNP,AEE,DUK,EXC,ETR,CMS,FE,NI,SRE,AEP","['CNP', 'AEE', 'DUK', 'EXC', 'ETR', 'CMS', 'FE', 'NI', 'SRE', 'AEP']"
DAC,"ESEA,NMM,NM,DSX,CMRE","['ESEA', 'NMM', 'NM', 'DSX', 'CMRE']"
DAIO,"CYBE,AEHR,WTT,ITW,MSFT,MMM,JBL,MSI,SANM,AVT","['CYBE', 'AEHR', 'WTT', 'ITW', 'MSFT', 'MMM', 'JBL', 'MSI', 'SANM', 'AVT']"
DAKT,"BTN,LYTS,HEAR,CCUR","['BTN', 'LYTS', 'HEAR', 'CCUR']"
DAL,"JBLU,ALK,UAL,LUV,AAL,SAVE,CEA,ALGT,SKYW,HA","['JBLU', 'ALK', 'UAL', 'LUV', 'AAL', 'SAVE', 'CEA', 'ALGT', 'SKYW', 'HA']"
DAN,"AXL,MOD,VC,MGA,MTOR,BWA,LEA,SMP","['AXL', 'MOD', 'VC', 'MGA', 'MTOR', 'BWA', 'LEA', 'SMP']"
DAR,"ADM,BG,SEB,INGR,REGI,POST,VLO,HON","['ADM', 'BG', 'SEB', 'INGR', 'REGI', 'POST', 'VLO', 'HON']"
DARE,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
DAVA,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
DB,"BCS,CS,UBS,JPM,SAN,HSBC,GS","['BCS', 'CS', 'UBS', 'JPM', 'SAN', 'HSBC', 'GS']"
DBD,"NCR,PBI,USAT,ADT,BCO,PAR","['NCR', 'PBI', 'USAT', 'ADT', 'BCO', 'PAR']"
DBL,,['']
DBX,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
DCF,,['']
DCI,"ENTG,CECE,FTEK,CAT,PH","['ENTG', 'CECE', 'FTEK', 'CAT', 'PH']"
DCO,"CVU,ATRO,MOG.A,AIRI,TDG,SPR","['CVU', 'ATRO', 'MOG.A', 'AIRI', 'TDG', 'SPR']"
DCOM,"FFIC,GCBC,NFBK,LSBK,TRST,CARV,NECB,ESBK","['FFIC', 'GCBC', 'NFBK', 'LSBK', 'TRST', 'CARV', 'NECB', 'ESBK']"
DCP,"PEA-CA,NEXT,MRGE,KMI","['PEA-CA', 'NEXT', 'MRGE', 'KMI']"
DCPH,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
DDD,"HPQ,MMM,PRLB,ADSK,VJET,MRCY,HON,GE,XONE,CAJ","['HPQ', 'MMM', 'PRLB', 'ADSK', 'VJET', 'MRCY', 'HON', 'GE', 'XONE', 'CAJ']"
DDF,,['']
DDMX,"OTRA,OXLC,OXSQ,PAC-CA","['OTRA', 'OXLC', 'OXSQ', 'PAC-CA']"
DDMXU,"PCD.UN-CA,PCML-P-CV,PCR-CV,PBY.UN-CA","['PCD.UN-CA', 'PCML-P-CV', 'PCR-CV', 'PBY.UN-CA']"
DDS,"M,KSS,JWN,TJX","['M', 'KSS', 'JWN', 'TJX']"
DE,"AGCO,CAT,TTC,KUBTY,LNN,ARTW,KMTUY,HMC","['AGCO', 'CAT', 'TTC', 'KUBTY', 'LNN', 'ARTW', 'KMTUY', 'HMC']"
DEA,"UE,CUZ,PEI,PDM","['UE', 'CUZ', 'PEI', 'PDM']"
DECK,"NKE,SKX,WWW,CROX,SHOO,COLM","['NKE', 'SKX', 'WWW', 'CROX', 'SHOO', 'COLM']"
DEI,"SLG,HPP,EQC,BXP","['SLG', 'HPP', 'EQC', 'BXP']"
DELL,"QNC-CA,POSI3-BR,NYXO,NVDA","['QNC-CA', 'POSI3-BR', 'NYXO', 'NVDA']"
DENN,"CBRL,BH,DIN,BJRI,EAT,TXRH,CAKE,RRGB","['CBRL', 'BH', 'DIN', 'BJRI', 'EAT', 'TXRH', 'CAKE', 'RRGB']"
DEO,"BF.B,BUD,STZ.B,HEINY,CCU-CL,TAP,DEO,CCU","['BF.B', 'BUD', 'STZ.B', 'HEINY', 'CCU-CL', 'TAP', 'DEO', 'CCU']"
DESP,"TZOO,VBBV,YTRA,ZZLL","['TZOO', 'VBBV', 'YTRA', 'ZZLL']"
DEX,,['']
DFFN,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
DFIN,"PFPT,PFM-CA,PCYS,PFSW","['PFPT', 'PFM-CA', 'PCYS', 'PFSW']"
DFP,,['']
DFS,"COF,ZION,TFSL,ASB","['COF', 'ZION', 'TFSL', 'ASB']"
DFVL,,['']
DFVS,,['']
DG,"BIG,DLTR,WMT,TGT,COST,FIVE","['BIG', 'DLTR', 'WMT', 'TGT', 'COST', 'FIVE']"
DGICA,"TRV,CB,RLI,FNHC,STFC,WRB,CINF,UFCS,MKL,ERIE","['TRV', 'CB', 'RLI', 'FNHC', 'STFC', 'WRB', 'CINF', 'UFCS', 'MKL', 'ERIE']"
DGICB,"TRV,FNHC,RLI,CB,STFC,WRB,CINF,UFCS,MKL,ERIE","['TRV', 'FNHC', 'RLI', 'CB', 'STFC', 'WRB', 'CINF', 'UFCS', 'MKL', 'ERIE']"
DGII,"INTC,SMCI,SLAB,QCOM,ERIC,HPQ,CCUR,VZ,AVT","['INTC', 'SMCI', 'SLAB', 'QCOM', 'ERIC', 'HPQ', 'CCUR', 'VZ', 'AVT']"
DGLY,"ROFO,RGR,NPK,MSN,BOGN","['ROFO', 'RGR', 'NPK', 'MSN', 'BOGN']"
DGP,,['']
DGX,"LH,BRLI,PMD,NEO,ENZ,TBIO,QGEN","['LH', 'BRLI', 'PMD', 'NEO', 'ENZ', 'TBIO', 'QGEN']"
DGZ,,['']
DHF,,['']
DHI,"MDC,KBH,PHM,LEN,NVR,MTH,TOL,MHO,HOV","['MDC', 'KBH', 'PHM', 'LEN', 'NVR', 'MTH', 'TOL', 'MHO', 'HOV']"
DHIL,"LAZ,AMP,SF,SAMG","['LAZ', 'AMP', 'SF', 'SAMG']"
DHR,"TMO,MMM,A,AME,EMR,GE,HON,ABB,HBIO,ALGN","['TMO', 'MMM', 'A', 'AME', 'EMR', 'GE', 'HON', 'ABB', 'HBIO', 'ALGN']"
DHT,"FRO,NAT,GLNG,ASC,TGP,SFL,TNK,CPLP,TK,KNOP","['FRO', 'NAT', 'GLNG', 'ASC', 'TGP', 'SFL', 'TNK', 'CPLP', 'TK', 'KNOP']"
DHX,"MAN,FB,JOBS,KELYB,MSFT,GCI,NWSA,IPDN,KFRC,RHI","['MAN', 'FB', 'JOBS', 'KELYB', 'MSFT', 'GCI', 'NWSA', 'IPDN', 'KFRC', 'RHI']"
DHY,,['']
DIAX,,['']
DIN,"CBRL,DENN,EAT,DRI,BH,RRGB","['CBRL', 'DENN', 'EAT', 'DRI', 'BH', 'RRGB']"
DIOD,"VSH,TXN,AOSL,NXPI,IFNNY","['VSH', 'TXN', 'AOSL', 'NXPI', 'IFNNY']"
DIS,"FOXA,CMCSA,DISCA,AMCX,PSO","['FOXA', 'CMCSA', 'DISCA', 'AMCX', 'PSO']"
DISCA,"FOXA,DIS,AMCX,CMCSA","['FOXA', 'DIS', 'AMCX', 'CMCSA']"
DISCB,"FOXA,DIS,AMCX,CMCSA","['FOXA', 'DIS', 'AMCX', 'CMCSA']"
DISCK,"FOXA,DIS,AMCX,CMCSA","['FOXA', 'DIS', 'AMCX', 'CMCSA']"
DISH,"CMCSA,CHTR,NFLX,DIS,SATS,GSAT,AMX,VSAT","['CMCSA', 'CHTR', 'NFLX', 'DIS', 'SATS', 'GSAT', 'AMX', 'VSAT']"
DIT,"SPTN,CORE,UNFI,SYY,CHEF,WILC","['SPTN', 'CORE', 'UNFI', 'SYY', 'CHEF', 'WILC']"
DJCO,"AHC,LEE,NYT,SSP,NWSA,MEG,GCI","['AHC', 'LEE', 'NYT', 'SSP', 'NWSA', 'MEG', 'GCI']"
DJP,,['']
DK,"VLO,HFC,CLMT,MPC,CVI,RDS.A,MUR,OIS","['VLO', 'HFC', 'CLMT', 'MPC', 'CVI', 'RDS.A', 'MUR', 'OIS']"
DKL,"PAA,MMP,HEP,PBFX,NS,DK","['PAA', 'MMP', 'HEP', 'PBFX', 'NS', 'DK']"
DKS,"HIBB,BGFV,SPWH","['HIBB', 'BGFV', 'SPWH']"
DLA,"OXM,EVK,GIL,SGC,PVH,NKE,COLM,GIL-CA","['OXM', 'EVK', 'GIL', 'SGC', 'PVH', 'NKE', 'COLM', 'GIL-CA']"
DLB,"IMAX,SSTK,CIDM","['IMAX', 'SSTK', 'CIDM']"
DLHC,"BBSI,BGSF,KFRC,RHI","['BBSI', 'BGSF', 'KFRC', 'RHI']"
DLNG,"TNP,CPLP,TGP,GLOG,GASS,GLOP,GLNG,GMLP","['TNP', 'CPLP', 'TGP', 'GLOG', 'GASS', 'GLOP', 'GLNG', 'GMLP']"
DLPN,"RIVU,QYOU-CA,SAPX,SLCH","['RIVU', 'QYOU-CA', 'SAPX', 'SLCH']"
DLR,"EQIX,PFE,FB","['EQIX', 'PFE', 'FB']"
DLTH,"LTCO,LLIS3-BR,LB,RET-CA","['LTCO', 'LLIS3-BR', 'LB', 'RET-CA']"
DLTR,"DG,BIG,TGT,WMMVY,FIVE","['DG', 'BIG', 'TGT', 'WMMVY', 'FIVE']"
DLX,"EBF,RRD,SR","['EBF', 'RRD', 'SR']"
DMAC,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
DMB,,['']
DMF,,['']
DMLP,"PHX,NRT,MARPS,PBT,SBR,SJT,MTR","['PHX', 'NRT', 'MARPS', 'PBT', 'SBR', 'SJT', 'MTR']"
DMO,,['']
DMRC,"OTEX,ADBE,NLSN","['OTEX', 'ADBE', 'NLSN']"
DNB,"MCO,EFX,FDS,CLGX,MORN,FOX","['MCO', 'EFX', 'FDS', 'CLGX', 'MORN', 'FOX']"
DNLI,"NVCR,NVAX,ONVO,ORTX","['NVCR', 'NVAX', 'ONVO', 'ORTX']"
DNN,"UEC,URG,CCJ,URE-CA,CCO-CA,KEP","['UEC', 'URG', 'CCJ', 'URE-CA', 'CCO-CA', 'KEP']"
DNOW,"PSXP,ENLC,TK,MPLX","['PSXP', 'ENLC', 'TK', 'MPLX']"
DNP,,['']
DOC,"CHMI,SPG,SNR,UBP","['CHMI', 'SPG', 'SNR', 'UBP']"
DOCU,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
DOGZ,DOGZ,['DOGZ']
DOMO,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
DOOO,"DOO,SWRM,CWH","['DOO', 'SWRM', 'CWH']"
DOOR,"FBHS,BLDR,MHK,NX","['FBHS', 'BLDR', 'MHK', 'NX']"
DORM,"GPC,SMP,LKQ,AAP,VC,CVGI,AZO,ORLY","['GPC', 'SMP', 'LKQ', 'AAP', 'VC', 'CVGI', 'AZO', 'ORLY']"
DOV,"ITW,IEX,PH,FLS,IR,NOV,GE,ZBRA,DHR,CW","['ITW', 'IEX', 'PH', 'FLS', 'IR', 'NOV', 'GE', 'ZBRA', 'DHR', 'CW']"
DOX,"SNCR,HPQ,CSGS,EVOL,ERIC,ORCL,MNDO","['SNCR', 'HPQ', 'CSGS', 'EVOL', 'ERIC', 'ORCL', 'MNDO']"
DPG,,['']
DPW,"IIN,QBAK,ORBT,VICR,BELFA,MVIS,EMR,VIDE","['IIN', 'QBAK', 'ORBT', 'VICR', 'BELFA', 'MVIS', 'EMR', 'VIDE']"
DPZ,"YUM,PZZA,WEN,JACK,MCD,CMG,DENN","['YUM', 'PZZA', 'WEN', 'JACK', 'MCD', 'CMG', 'DENN']"
DQ,"DOW,CCMP,GTAT,JKS,SOL,STRI","['DOW', 'CCMP', 'GTAT', 'JKS', 'SOL', 'STRI']"
DRD,"TRX,GSS,HMY,GSC-CA,AU,GFI,TNX-CA","['TRX', 'GSS', 'HMY', 'GSC-CA', 'AU', 'GFI', 'TNX-CA']"
DRE,"AMT,CLDT,WPC,PGRE","['AMT', 'CLDT', 'WPC', 'PGRE']"
DRH,"ELS,WRE,EGP,FSP","['ELS', 'WRE', 'EGP', 'FSP']"
DRI,"BJRI,CBRL,BLMN,DIN,RUTH","['BJRI', 'CBRL', 'BLMN', 'DIN', 'RUTH']"
DRIO,"TENX,HSKA,BTX,CLSN","['TENX', 'HSKA', 'BTX', 'CLSN']"
DRNA,"RGLS,ARWR,PFE,ALNY,MRK,AMGN","['RGLS', 'ARWR', 'PFE', 'ALNY', 'MRK', 'AMGN']"
DRQ,"OIS,FTI,NOV,SLB,FET,FTK,NR,BOLT","['OIS', 'FTI', 'NOV', 'SLB', 'FET', 'FTK', 'NR', 'BOLT']"
DRRX,"ZGNX,ACUR,PFE,JNJ,LLY,PCRX,HRTX","['ZGNX', 'ACUR', 'PFE', 'JNJ', 'LLY', 'PCRX', 'HRTX']"
DS,"MARBELLACC-CL,POLO-CL,TWC-CA,UNION GOLF-CL","['MARBELLACC-CL', 'POLO-CL', 'TWC-CA', 'UNION GOLF-CL']"
DSE,,['']
DSGX,"MANH,ORCL,SAP,AMSWA","['MANH', 'ORCL', 'SAP', 'AMSWA']"
DSKE,"TRAXIONA-MX,XPO,YGMZ,SIMH3-BR","['TRAXIONA-MX', 'XPO', 'YGMZ', 'SIMH3-BR']"
DSL,,['']
DSM,,['']
DSPG,"ADI,TXN,INTC,CRUS,NXPI,TXCCQ,QCOM,SQNS","['ADI', 'TXN', 'INTC', 'CRUS', 'NXPI', 'TXCCQ', 'QCOM', 'SQNS']"
DSS,"SR,ADT,MACE,GPK","['SR', 'ADT', 'MACE', 'GPK']"
DSU,,['']
DSWL,"CMT,CTIB,BERY,MYE,TRS,TG","['CMT', 'CTIB', 'BERY', 'MYE', 'TRS', 'TG']"
DSX,"ESEA,SB,EGLE,SBLK,NM,NMM,SHIP,FREE,GLBS","['ESEA', 'SB', 'EGLE', 'SBLK', 'NM', 'NMM', 'SHIP', 'FREE', 'GLBS']"
DTE,"XEL,CMS,MGEE,WEC,LNT,NI,AEE","['XEL', 'CMS', 'MGEE', 'WEC', 'LNT', 'NI', 'AEE']"
DTEA,"FARM,MKC.V,HCEI,SBUX","['FARM', 'MKC.V', 'HCEI', 'SBUX']"
DTF,,['']
DTSS,"MMS,MIHL,MNMT,OPMZ","['MMS', 'MIHL', 'MNMT', 'OPMZ']"
DUK,"XEL,SO,AEP,D,PPL,FE,PCG,AEE,NEE","['XEL', 'SO', 'AEP', 'D', 'PPL', 'FE', 'PCG', 'AEE', 'NEE']"
DVA,"THC,MD,UHS,LH","['THC', 'MD', 'UHS', 'LH']"
DVAX,"IDRA,AGEN,BIIB,MRK,GILD,AZN,GSK,PFE,TEVA,AMGN","['IDRA', 'AGEN', 'BIIB', 'MRK', 'GILD', 'AZN', 'GSK', 'PFE', 'TEVA', 'AMGN']"
DVD,"CHDN,MANU,BOTY,RICK","['CHDN', 'MANU', 'BOTY', 'RICK']"
DVN,"EOG,OXY,MRO,PXD,COP,CHK,SD,BHP,BP,BBL","['EOG', 'OXY', 'MRO', 'PXD', 'COP', 'CHK', 'SD', 'BHP', 'BP', 'BBL']"
DWSN,"IO,SLB,HAL,TDW,PGSVY","['IO', 'SLB', 'HAL', 'TDW', 'PGSVY']"
DX,"CIM,VNO,ARE,ROIC","['CIM', 'VNO', 'ARE', 'ROIC']"
DXC,"PFPT,PFM-CA,PCYS,PFSW","['PFPT', 'PFM-CA', 'PCYS', 'PFSW']"
DXCM,"EW,ECTE,BDX,WST,TNDM,MDT,ABT,JNJ,QDEL","['EW', 'ECTE', 'BDX', 'WST', 'TNDM', 'MDT', 'ABT', 'JNJ', 'QDEL']"
DXF,"QCCO,QFIN,RKT,OPRT","['QCCO', 'QFIN', 'RKT', 'OPRT']"
DXPE,"MSM,AIT,LAWS,GE,TITN,MMM,FAST,KAMN","['MSM', 'AIT', 'LAWS', 'GE', 'TITN', 'MMM', 'FAST', 'KAMN']"
